lat	lon	hit
36.948945	-83.178842	0.0
-37.7358333	175.8775	0.0
55.731435	12.552824	0.0
23.299438	-106.440557	0.0
19.2958531	-99.2002078	0.0
36.645283	126.357193	0.0
38.93545	-120.05285	0.0
33.1328195	-97.1546167	0.0
45.7216967	-78.4550367	0.0
-34.74705	173.118596	0.0
50.541581	6.588986	0.0
47.657182	-122.287315	0.0
44.5288218	-76.5396023	0.0
-38.0010185	175.2994036	0.0
41.73342	12.675884	1.0
51.374047	12.278725	1.0
26.1118401	-97.1681257	0.0
20.487868	-105.448179	0.0
43.6219844	3.8687897	0.0
43.5405049	3.8861132	0.0
52.2611482	10.5702826	1.0
32.5427676	-94.7599855	0.0
23.566667	-110.0	0.0
12.9439017	77.5823017	1.0
37.6776127	-122.4017693	1.0
44.3533817	-72.4940867	1.0
18.998083	-99.108712	0.0
-50.923279	166.2092557	0.0
32.768781	-97.676676	0.0
19.3202996	-99.1822109	0.0
36.005322	-5.607222	0.0
32.66138	-94.163828	0.0
19.5385764	-96.376855	0.0
-37.924151	144.983708	0.0
30.9200642	-115.7157566	0.0
37.72534	-122.505479	1.0
-35.264045	149.08365	0.0
29.792947	-98.736341	1.0
35.544418	-82.370588	1.0
43.9602854	-71.7425175	1.0
29.0425	-95.4197217	0.0
29.9626134	-95.5444347	0.0
-17.346455	178.43397	0.0
29.650415	-100.0696228	0.0
32.9890821	-96.7818061	0.0
45.2093335	7.4846089	1.0
1.398446	103.907205	0.0
33.3595396	-111.992292	0.0
22.429822	114.18095	0.0
36.1248278	-80.2841333	0.0
-27.833358	153.4573565	0.0
44.45963	-67.9328867	0.0
-26.4951861	31.1952528	0.0
42.1408645	-87.8375113	0.0
22.4480703	114.0416766	0.0
50.9388504	-1.3814449	0.0
20.487292	-105.442808	0.0
-45.866124	170.636226	0.0
32.003221	-102.090497	0.0
-12.4788137	-76.7605818	1.0
34.3961136	-119.5288312	0.0
36.044766	-121.486446	0.0
11.454743	1.565455	0.0
-17.075195	179.0377967	1.0
-33.800791	151.293678	0.0
33.6450857	-101.8924445	0.0
42.4864956	11.2907364	1.0
40.781967	17.236835	0.0
37.0988341	-122.0705032	0.0
-27.421653	152.9128764	1.0
21.592761	-158.103411	0.0
-41.2897914	174.7968333	0.0
35.8456791	-80.1888325	0.0
-31.941687	152.4010163	0.0
33.0826963	-115.7097244	0.0
18.9207293	-155.6709695	0.0
-41.290085	174.753558	1.0
1.288325	103.805453	0.0
37.1426818	-6.5413666	0.0
19.92718	-90.386544	0.0
-36.8613783	174.5160348	0.0
31.429	-111.1906	0.0
37.6083523	-97.4453262	0.0
29.718355	-95.39285	0.0
1.363409	103.843561	1.0
35.1244721	-85.3598702	1.0
-23.988385	31.55474	0.0
48.932492	-123.483324	0.0
23.2994139	-106.4405444	0.0
29.92425	-95.60878	0.0
-28.3837	32.4177544	0.0
37.6142936	-121.8820719	0.0
21.472538	-86.788869	0.0
29.0425	-95.4197217	0.0
30.198627	-98.11417	0.0
49.345738	8.55365	0.0
16.0180499	-96.5417597	0.0
