msrgb.jpg,msrbg.json,rbg.jpg,rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/single-unit_residential/single-unit_residential_275/single-unit_residential_275_11_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/single-unit_residential/single-unit_residential_275/single-unit_residential_275_11_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/single-unit_residential/single-unit_residential_275/single-unit_residential_275_11_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/single-unit_residential/single-unit_residential_275/single-unit_residential_275_11_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_340/crop_field_340_5_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_340/crop_field_340_5_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_340/crop_field_340_5_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_340/crop_field_340_5_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/amusement_park/amusement_park_126/amusement_park_126_4_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/amusement_park/amusement_park_126/amusement_park_126_4_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/amusement_park/amusement_park_126/amusement_park_126_4_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/amusement_park/amusement_park_126/amusement_park_126_4_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_85/toll_booth_85_3_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_85/toll_booth_85_3_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_85/toll_booth_85_3_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_85/toll_booth_85_3_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/ground_transportation_station/ground_transportation_station_54/ground_transportation_station_54_6_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/ground_transportation_station/ground_transportation_station_54/ground_transportation_station_54_6_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/ground_transportation_station/ground_transportation_station_54/ground_transportation_station_54_6_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/ground_transportation_station/ground_transportation_station_54/ground_transportation_station_54_6_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/gas_station/gas_station_61/gas_station_61_3_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/gas_station/gas_station_61/gas_station_61_3_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/gas_station/gas_station_61/gas_station_61_3_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/gas_station/gas_station_61/gas_station_61_3_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/flooded_road/flooded_road_75/flooded_road_75_3_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/flooded_road/flooded_road_75/flooded_road_75_3_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/flooded_road/flooded_road_75/flooded_road_75_3_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/flooded_road/flooded_road_75/flooded_road_75_3_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_875/crop_field_875_1_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_875/crop_field_875_1_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_875/crop_field_875_1_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_875/crop_field_875_1_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_32/toll_booth_32_0_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_32/toll_booth_32_0_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_32/toll_booth_32_0_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_32/toll_booth_32_0_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_222/crop_field_222_3_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_222/crop_field_222_3_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_222/crop_field_222_3_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/crop_field/crop_field_222/crop_field_222_3_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/stadium/stadium_27/stadium_27_5_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/stadium/stadium_27/stadium_27_5_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/stadium/stadium_27/stadium_27_5_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/stadium/stadium_27/stadium_27_5_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_74/toll_booth_74_1_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_74/toll_booth_74_1_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_74/toll_booth_74_1_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/toll_booth/toll_booth_74/toll_booth_74_1_rgb.json
Hosted-Datasets/fmow/fmow-rgb/val/recreational_facility/recreational_facility_214/recreational_facility_214_3_msrgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/recreational_facility/recreational_facility_214/recreational_facility_214_3_msrgb.json,Hosted-Datasets/fmow/fmow-rgb/val/recreational_facility/recreational_facility_214/recreational_facility_214_3_rgb.jpg,Hosted-Datasets/fmow/fmow-rgb/val/recreational_facility/recreational_facility_214/recreational_facility_214_3_rgb.json
